,Unnamed: 0,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher
1248,1248,380813815,"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2003,Perennial
1249,1249,2070372294,Le Coq De Bruygre (Folio Ser; No. 1229)),Tournier,1987,Distribooks Inc
1250,1250,2264030542,Retour Ã?Â  Brooklyn,Hubert Selby,1999,Editions 10/18
1251,1251,30615321,"Ask for May, Settle for June (A Doonesbury book)",G. B. Trudeau,1982,Henry Holt &amp; Co
1252,1252,836217632,The Curse of Madame C : A Far Side Collection,Gary Larson,1994,Andrews McMeel Publishing
1253,1253,140099832,Lake Wobegon Days,Garrison Keillor,1990,Penguin/Puffin Mass Market (Mm)
1254,1254,385314744,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,Al Franken,1996,Delacorte Press
1255,1255,316107417,Happy Trails,Berke Breathed,1990,Little Brown &amp; Co
1256,1256,894803700,"14,000 Things to Be Happy About",Barbara Ann Kipfer,1990,Workman Publishing
1257,1257,449221164,In the Frame,Dick Francis,1993,Fawcett Books
1258,1258,553801031,The New Rabbi : A Congregation Searches for Its Leader,STEPHEN FRIED,2002,Bantam
1259,1259,590457225,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),Patricia C. Wrede,1992,Scholastic
1260,1260,316929190,All Too Human : A Political Education,George Stephanopoulos,1999,"Little, Brown"
1261,1261,553052845,Rubyfruit Jungle,Rita Mae Brown,1988,Bantam Dell Pub Group
1262,1262,140390693,Little Women (Penguin Classics),Louisa May Alcott,1989,Penguin Books
1263,1263,439404371,The Thief Lord,Cornelia Funke,2002,Scholastic
1264,1264,939766027,Fantastic Four Illustrated Books,Stan Lee,1982,Marvel Books
1265,1265,679741011,"Sex, Art, and American Culture: Essays",Camille Paglia,1992,Vintage Books USA
1266,1266,345307674,Return of the Jedi (Star Wars),James Kahn,1983,Del Rey Books
1267,1267,425071421,Stranger in a Strange Land,Robert A. Heinlein,1984,Berkley Publishing Group
1268,1268,345297687,Ship Who Sang,Anne McCaffrey,1979,Del Rey Books
1269,1269,766607119,Little Women (Treasury of Illustrated Classics),Louisa May Alcott,2003,Modern Publishing
1270,1270,1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books
1271,1271,380754843,Wayside School is Falling Down,Louis Sachar,1990,HarperTrophy
1272,1272,345368940,The Dolphins of Pern,Anne McCaffrey,1994,Ballantine Books
1273,1273,345331605,Dragonsdawn,Anne McCaffrey,1988,Ballantine Books
1274,1274,425050807,Beneath an Opal Moon,Eric Van Lustbader,1982,Berkley Publishing Group
1275,1275,044100962X,Myth-Ion Improbable (Myth Books),Robert Asprin,2002,Ace Books
1276,1276,553296981,Anne Frank: The Diary of a Young Girl,ANNE FRANK,1993,Bantam
1277,1277,1895383129,Kriya Yoga Sutras of Patanjali and the Siddhas,Georg Feverstein,2001,Kriya Yoga Publications
1278,1278,375724575,The Family Orchard,Nomi Eve,2001,Vintage Books USA
1279,1279,067163884X,THIS HALLOWED GRND,Bruce Catton,1986,Pocket
1280,1280,553140434,Miracle Worker,William Gibson,1981,Bantam Books
1281,1281,29087104,HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,1965,Free Press
1282,1282,425050750,War of the Worlds,H. G. Wells,1981,Berkley Publishing Group
1283,1283,345285549,Elfstones of Shannara,Terry Brooks,1990,Del Rey Books
1284,1284,345290240,Sword of Shannara,Terry Brooks,1980,Ballantine Books
1285,1285,345301870,"Ogre, Ogre",Piers Anthony,1982,Del Rey Books
1286,1286,451169530,The Stand: Complete and Uncut,Stephen King,1991,Signet Book
1287,1287,067168390X,Lonesome Dove,Larry McMurtry,1988,Pocket
1288,1288,385335881,Shopaholic Takes Manhattan (Summer Display Opportunity),Sophie Kinsella,2002,Delta
1289,1289,385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta
1290,1290,553258001,The Cider House Rules,John Irving,1986,Bantam Books
1291,1291,671679627,PRIME TIME : PRIME TIME,Judy Collins,1989,Pocket
1292,1292,375704043,Uncle Tungsten: Memories of a Chemical Boyhood,Oliver W. Sacks,2002,Vintage Books USA
1293,1293,373871279,Family At Last (Love Inspired (Numbered)),Carolyne Aarsen,2000,Steeple Hill
1294,1294,373484070,Sons of Texas : Callaway Country,Annette Broadrick,2000,Silhouette
1295,1295,805063889,Nickel and Dimed: On (Not) Getting By in America,Barbara Ehrenreich,2001,Metropolitan Books
1296,1296,068986020X,Gingerbread,Rachel Cohn,2003,Simon Pulse
1297,1297,671568809,Strange Memories The Nancy Drew Files 122 (Nancy Drew Files (Paperback)),Carolyn Keene,1997,Simon Pulse
1298,1298,1573228567,"My Grandfathers Blessings : Stories of Strength, Refuge, and Belonging",Rachel Naomi Remen M.D.,2001,Riverhead Books
1299,1299,553582658,Summer Light,Luanne Rice,2002,Bantam Books
1300,1300,051513399X,Smoke in Mirrors,Jayne Ann Krentz,2002,Jove Books
1301,1301,373218400,Table For Two,Nora Roberts,2002,Silhouette
1302,1302,449217868,Winter Wedding,Joan Smith,1990,Fawcett Books
1303,1303,671573020,Divining Women (Ay Spoken Word - Gibbons),Kaye Gibbons,2004,Audioworks
1304,1304,517006456,Eve's Rib,Bryn Chandler,1988,Random House Inc
1305,1305,786867086,In Search of America,Tod Brewster,2002,Hyperion
1306,1306,1569471800,The Distance Between,Eliza Osborne,2000,Soho Press
1307,1307,374216495,The Museum Guard,Howard Norman,1998,Farrar Straus Giroux
1308,1308,312274572,No One Thinks of Greenland,John Griesemer,2001,Picador USA
1309,1309,316825336,Evening News: A Novel,Marly A. Swick,1999,Little Brown &amp; Co
1310,1310,871137631,Having Everything,John L'Heureux,1999,Pub Group West
1311,1311,679419152,Nothin' but Good Times Ahead,Molly Ivins,1993,Random House Inc
1312,1312,60192895,Hunting Badger,Tony Hillerman,1999,HarperCollins Publishers
1313,1313,826308791,The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
1314,1314,140259198,The Island of the Day Before,Umberto Eco,1996,Penguin Books
1315,1315,345435249,Darwin's Radio,Greg Bear,2000,Ballantine Books
1316,1316,441003257,Good Omens,Neil Gaiman,1996,Ace Books
1317,1317,8850200005,Il Dio Delle Piccole Cose,Arundhati Roy,2002,Distribooks Inc
1318,1318,451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,2002,Signet Book
1319,1319,446606812,Message in a Bottle,Nicholas Sparks,1999,Warner Vision
1320,1320,671028375,Fatal Voyage,Kathy Reichs,2002,Pocket
1321,1321,451181468,Praying for Sleep,Jeffery Deaver,1995,Signet Book
1322,1322,399149759,Flashback,Nevada Barr,2003,Putnam Publishing Group
1323,1323,345384733,Red Square,Martin Cruz Smith,1993,Ballantine Books
1324,1324,671759361,Pearl in the Mist (Landry),V.C. Andrews,1994,Pocket
1325,1325,830724982,Knockin' at Heaven's Door,Stephen Hill,1999,Regal Books
1326,1326,399146008,Shock,Robin Cook,2001,G. P. Putnam's Sons
1327,1327,3442720001,Das Halsband der Taube.,Ernst W. Heine,1996,btb
1328,1328,515132632,Isle of Lies,Donna Fletcher,2002,Jove Books
1329,1329,044990671X,Bronze Mirror,Jeanne Larsen,1992,Ballantine Books
1330,1330,688124402,Doll's Eyes,Bari Wood,1993,William Morrow &amp; Company
1331,1331,929587081,Men and Brethren,James Gould Cozzens,1989,Elephant Paperbacks
1332,1332,155970117X,"My Father, His Son",Reidar Jonsson,1991,Little Brown &amp; Co
1333,1333,688105408,Starlings Laughing: A Memoir of Africa,June Vendall Clark,1991,Harpercollins
1334,1334,871130297,The God of Mirrors,Robert Reilly,1986,Atlantic Monthly Press
1335,1335,440500095,Unassigned Territory,Kem Nunn,1988,Bantam Dell Pub Group
1336,1336,1570362084,The Best of Larry King Live: The Greatest Interviews,Larry King,1995,Turner Pub
1337,1337,60930535,The Poisonwood Bible: A Novel,Barbara Kingsolver,1999,Perennial
1338,1338,375702709,A Lesson Before Dying (Vintage Contemporaries (Paperback)),Ernest J. Gaines,1997,Vintage Books USA
1339,1339,044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,Ballantine Books
1340,1340,671038184,Jewel,Bret Lott,1999,Washington Square Press
1341,1341,60916508,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,1990,Perennial
1342,1342,756401453,"Wild Magic (Fool's Gold, Book 2)",Jude Fisher,2003,Daw Books
1343,1343,963270702,The Satanic Verses,Salman Rushdie,1992,Distributors
1344,1344,399242562,Shadowmancer,G. P. Taylor,2004,Putnam Publishing Group
1346,1346,708881297,DINOSAUR PLANET 2 SURVIVORS,ANNE MCCAFFREY,1996,Time Warner Books UK
1347,1347,142000663,The Grapes of Wrath: John Steinbeck Centennial Edition (1902-2002),John Steinbeck,2002,Penguin Books
1348,1348,590542443,"The Amber Spyglass (His Dark Materials, Book 3)",Philip Pullman,2000,Scholastic Press
1349,1349,590112899,"The Subtle Knife (His Dark Materials, Book 2)",Philip Pullman,1998,Scholastic Point
1350,1350,590660543,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point
1351,1351,345361792,A Prayer for Owen Meany,John Irving,1990,Ballantine Books
1352,1352,552999512,Away from It All,Judy Astley,2003,Trafalgar Square
1353,1353,041619513X,Winnie-The-Pooh on Management and Problem Solving,Roger E. Allen,1998,Routledge
1355,1355,861638522,Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII),Enid Blyton,1996,Award Publications
1356,1356,575073314,Shadowheart : Legends of the Raven (Legends of the Raven),James Barclay,2003,Gollancz
1357,1357,575073004,Nightchild (Gollancz SF S.),James Barclay,2002,Gollancz
1358,1358,394404289,The Prophet,Kahlil Gibran,1973,Alfred A. Knopf
1359,1359,000636988X,How Not to Be a Perfect Mother: The Crafty Mother's Guide to a Quiet Life (How Not to),Libby Purves,1986,HarperCollins Publishers
1360,1360,1578562333,"No Eye Can See (Kirkpatrick, Jane, Kinship and Courage Historical Series, Bk. 2.)",JANE KIRKPATRICK,2001,WaterBrook Press
1361,1361,345458915,The Sinner,TESS GERRITSEN,2003,Ballantine Books
1362,1362,038531258X,Cold Sassy Tree,Olive Ann Burns,1986,Delta
1363,1363,006092988X,A Tree Grows in Brooklyn,Betty Smith,1998,Perennial
1364,1364,140317937,The Neverending Story,Michael Ende,1985,Penguin USA
1365,1365,743225406,The Shipping News : A Novel,Annie Proulx,2001,Scribner
1366,1366,553256696,Hiding Place,Corrie Ten Boom,1984,Bantam Books
1367,1367,785263780,Only The River Runs Free : A Novel (Galway Chronicles (Paperback)),Bodie Thoene,2003,WestBow Press
1368,1368,802433243,Only the Wind Remembers,Marlo Schalesky,2003,Moody Publishers
1369,1369,375413081,True Notebooks (Alex Awards (Awards)),MARK SALZMAN,2003,Knopf
1370,1370,1400034779,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),Alexander McCall Smith,2003,Anchor
1371,1371,038533303X,Driving Mr. Albert: A Trip Across America With Einstein's Brain,Michael Paterniti,2001,Delta
1372,1372,451163753,French Lieutenant's Woman,John Fowles,1996,Signet Book
1373,1373,440414520,The Clearing: A Mystery,Dorothy Reynolds Miller,1998,Yearling Books
1374,1374,786885688,Shopgirl,Steve Martin,2001,Hyperion
1375,1375,671880187,Kitchen,Banana Yoshimoto,1994,Washington Square Press
1376,1376,1558506454,Museum of Science Book of Answers &amp; Questions,Ann Rae Jonas,1996,Adams Media Corp
1377,1377,895773538,How in the World?: A Fascinating Journey Through the World of Human Ingenuity,Readers Digest,1990,Readers Digest
1378,1378,385247745,The Power of Myth (Illustrated Edition),Joseph Campbell,1988,Doubleday Books
1379,1379,385293542,Crescent City,Belva Plain,1984,Delacorte Press
1380,1380,802069347,Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,1993,University of Toronto Press
1381,1381,671721038,"The New Hugo Winners, Vol. 2",Isaac Asimov,1991,Baen
1382,1382,671311891,My Teacher is an Alien,Bruce Coville,1997,Pocket Books
1383,1383,345387007,Tangle Box,TERRY BROOKS,1995,Del Rey
1384,1384,037570504X,"Breath, Eyes, Memory",Edwidge Danticat,1998,Vintage Books USA
1385,1385,767902521,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Official Guides to the Appalachian Trail),Bill Bryson,1999,Broadway Books
1386,1386,892967048,The Bottoms,Joe R. Lansdale,2000,Mysterious Press
1387,1387,553377868,The Flanders Panel,ARTURO PEREZ-REVERTE,1996,Bantam
1388,1388,472113658,Where No Gods Came (Michigan Literary Fiction Awards),Sheila O'Connor,2003,UMP
1389,1389,609608444,"The Devil in the White City : Murder, Magic, and Madness at the Fair That Changed America (Illinois)",ERIK LARSON,2003,Crown
1390,1390,670032425,The Adventures of Augie March,Saul Bellow,2003,Viking Books
1391,1391,915811332,Sacred Journey of the Peaceful Warrior,Dan Millman,1991,H.J. Kramer
1392,1392,1558744606,Chicken Soup for the Mother's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997,Health Communications
1393,1393,080410753X,The Kitchen God's Wife,Amy Tan,1992,Ivy Books
1394,1394,451526503,Adventures of Huckleberry Finn (Signet Classics (Paperback)),Mark Twain,1997,Signet Book
1395,1395,345325818,The Silmarillion,J.R.R. TOLKIEN,1985,Del Rey
1396,1396,044023767X,Teen Angst? Naaah . . . A Quasi-autobiography,Ned Vizzini,2002,Laurel-Leaf Books
1397,1397,014131088X,Speak,Laurie Halse Anderson,2001,Speak
1398,1398,043909013X,Kerosene,Chris Wooding,2002,Push
1399,1399,140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books
1400,1400,155643068X,Exploring Inner and Outer Space: A Scientist's Perspective on Personal and Planetary Transformation,Brian O'Leary,1989,North Atlantic Books
1401,1401,096478260X,"Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations",Brian O'Leary,1996,Kamapua'a Press
1402,1402,155643152X,The Second Coming of Science: An Intimate Report on the New Science,Brian O'Leary,1992,North Atlantic Books
1403,1403,553346768,Synchronicity: The Bridge Between Matter and Mind,F. David Peat,1988,Bantam
1404,1404,884043142,L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),L. Ron Hubbard,1988,Bridge Publications
1405,1405,743221990,The Stone Monkey : A Lincoln Rhyme Novel,Jeffery Deaver,2002,Simon &amp; Schuster
1406,1406,312983212,Saucer,Stephen Coonts,2003,St. Martin's Paperbacks
1407,1407,553486411,"Clones (Star Wars: Galaxy of Fear, Book 11)",JOHN WHITMAN,1998,Skylark
1408,1408,3478088534,Jetzt will ichs wirklich wissen. Mit mentaler Powertechnik Ziele erreichen.,Peter Kummer,2002,Moderne Verlagsges. Mvg
1409,1409,3821807059,Herr Lehmann. Ein Roman.,Sven Regener,2001,Eichborn
1410,1410,865532168,Arnold: An Unauthorized Biography,Wendy Leigh,1990,McGraw-Hill
1411,1411,059040640X,Freedom Train: The Story of Harriet Tubman,Dorothy Sterling,1987,Scholastic
1413,1413,805210318,Light on Yoga: Yoga Dipika,B. K. S. Iyengar,1995,Schocken Books
1414,1414,031227999X,Emotionally Weird: A Novel,Kate Atkinson,2001,Picador USA
1415,1415,385508417,Skipping Christmas,JOHN GRISHAM,2002,Doubleday
1416,1416,385510438,The Last Juror,John Grisham,2004,Doubleday
1417,1417,848705459,Cooking Light,Susan M. McIntosh,1983,Leisure Arts
1418,1418,380723638,Ill Wind (Anna Pigeon Mysteries (Paperback)),Nevada Barr,1997,Avon Books
1419,1419,718001044,Nelson's Bedtime Bible Stories : 150 Passages from the International Children's Bible,Paul Gross,2002,Nelson Bibles
1420,1420,307132668,"Bye, Bye, Butterfree (Pokemon Adventure (Golden Numbered))",Diane Muldrow,1999,Golden Books
1421,1421,812515722,American Gothic,Robert Bloch,1987,Tor Books (Mm)
1422,1422,373169876,"My Big Fake Green-Card Wedding (Harlequin American Romance, 987)",Mollie Molay,2003,Harlequin
1423,1423,890842795,English Handbook for Christian Schools,Grace Colling,2001,Bob Jones Univ Pr
1424,1424,385324057,Summer Sisters,Judy Blume,1998,Delacorte Press
1425,1425,9505470010,Fahrenheit 451 / Fahrenheit 451,Ray Bradbury,1998,Minotauro
1426,1426,609602535,The Overseer,Jonathan Rabb,1998,Random House Inc
1427,1427,425185710,Valhalla Rising (Dirk Pitt Adventures (Paperback)),Clive Cussler,2002,Berkley Publishing Group
1428,1428,61030651,U.S.S. Seawolf,Patrick Robinson,2001,HarperTorch
1429,1429,425178773,Day of Reckoning,Jack Higgins,2001,Berkley Publishing Group
1430,1430,553575619,Raptor Red,ROBERT T. BAKKER,1996,Bantam
1431,1431,671578391,The Dracula Tape,Fred Saberhagen,1999,Baen
1432,1432,425095584,Cold Sea Rising,Richard Moran,1987,Berkley Pub Group
1433,1433,451409086,Threat Vector,Michael Dimercurio,2000,Onyx Books
1434,1434,031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2002,St. Martin's Paperbacks
1435,1435,006109594X,Nimitz Class,Patrick Robinson,1998,HarperTorch
1436,1436,671527215,Hitchhikers's Guide to the Galaxy,Douglas Adams,1984,Pocket
1437,1437,486203077,Tales of Terror and the Supernatural,Wilkie Collins,1972,Dover Publications
1438,1438,2894850743,Un retour simple: Roman,Raymond Cloutier,1998,LanctÃ´t Ã©diteur
1439,1439,671522817,Braveheart,Randall Wallace,1995,Pocket
1440,1440,618074716,The Hallelujah Side,Rhoda Huffey,2000,Mariner Books
1441,1441,1400062888,Obliviously On He Sails : The Bush Administration in Rhyme,CALVIN TRILLIN,2004,Random House
1442,1442,618045996,Riding the Bus with My Sister: A True Life Journey,Rachel Simon,2002,Houghton Mifflin Company
1443,1443,312303033,Perfect Skin: A Novel,Nick Earls,2002,St. Martin's Press
1444,1444,1931520038,The Mount: A Novel,Carol Emshwiller,2002,Small Beer Press
1445,1445,671318314,Callahan's Lady,Spider Robinson,2001,Baen
1446,1446,553377876,Half Asleep in Frog Pajamas,Tom Robbins,1995,Bantam
1447,1447,1558612815,Allegra Maud Goldman,Edith Konecky,2001,Feminist Press
1448,1448,014025448X,At Home in Mitford (The Mitford Years),Jan Karon,1996,Viking Books
1449,1449,60934417,Bel Canto: A Novel,Ann Patchett,2002,Perennial
1450,1450,671793489,All Around the Town,Mary Higgins Clark,1993,Pocket Star
1451,1451,174434642,Othello (3rd Series),William Shakespeare,1996,Thomas Nelson Publishers
1452,1452,679772677,A Civil Action,JONATHAN HARR,1996,Vintage
1453,1453,312983824,Faking It,Jennifer Crusie,2003,St. Martin's Paperbacks
1454,1454,449149676,On Mystic Lake,Kristin Hannah,2000,Ballantine Books
1455,1455,449006344,Angel Falls,KRISTIN HANNAH,2001,Ballantine Books
1456,1456,553568183,Blue Moon,Luanne Rice,1994,Bantam Books
1457,1457,451191153,The Fountainhead,Ayn Rand,1996,New American Library
1458,1458,440224624,The Loop,Nicholas Evans,1999,Dell Publishing Company
1459,1459,451523067,Emma,Jane Austen,1994,New Amer Library Classics
1460,1460,743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press
1461,1461,451526295,Mansfield Park (Signet Classics (Paperback)),Jane Austen,1996,Signet Book
1462,1462,440214424,Out of Sight,Elmore Leonard,1998,Dell
1463,1463,451187903,Sense and Sensibility,Jane Austen,1995,Signet Book
1464,1464,385491050,Surfacing,MARGARET ATWOOD,1998,Anchor
1465,1465,671036505,The Vineyard,Barbara Delinsky,2001,Pocket Books
1466,1466,553213504,The Count of Monte Cristo (Bantam Classics),ALEXANDRE DUMAS,1984,Bantam
1467,1467,446605891,With Heart,Dorothy Garlock,1999,Warner Vision
1468,1468,394758285,The Big Sleep,Raymond Chandler,1992,Vintage Books USA
1469,1469,671004565,We'll Meet Again,Mary Higgins Clark,2000,Pocket
1470,1470,345370805,How to Make an American Quilt,Whitney Otto,1992,Ballantine Books
1471,1471,375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books
1472,1472,156006529,Where or When  : A Novel,Anita Shreve,1999,Harvest Books
1473,1473,446673544,Sex &amp; the City,Candace Bushnell,1997,Warner Books
1474,1474,140256369,Of Love and Other Demons (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1996,Penguin Books
1475,1475,312243022,The Hours : A Novel,Michael Cunningham,2000,Picador
1476,1476,316789844,Resistance : A Novel,Anita Shreve,1997,Back Bay Books
1477,1477,679761837,A Natural History of Love,Diane Ackerman,1995,Vintage Books USA
1478,1478,385490445,Alias Grace : A Novel,Margaret Atwood,1997,Anchor
1479,1479,380725398,Jamaica Inn,Daphne Du Maurier,1995,Avon
1480,1480,345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books
1481,1481,375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage
1482,1482,70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill
1483,1483,385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor
1484,1484,61098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch
1485,1485,61093092,Lily White,Susan Isaacs,1997,HarperTorch
1486,1486,821758950,Cha Cha Cha,Jane Heller,1998,Kensington Publishing Corp.
1487,1487,679729917,The Best of Roald Dahl,Roald Dahl,1990,Vintage Books USA
1488,1488,451411013,The Grave Maurice (Richard Jury Novels),Martha Grimes,2003,Onyx Books
1489,1489,446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books
1490,1490,553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,Spectra Books
1491,1491,425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group
1492,1492,812909372,On language,William Safire,1980,Times Books
1493,1493,451410912,A Killing Gift,Leslie Glass,2003,Onyx Books
1494,1494,8481301132,El Gran Gatsby,F.Scott Fitzgerald,2001,Colleccion Millenium
1495,1495,316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books
1496,1496,486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications
1497,1497,743405978,Bless the Child,Cathy Cash Spellman,2000,Pocket
1498,1498,671032658,The Green Mile,Stephen King,1999,Pocket
1499,1499,446607835,Somebody to Love? : A Rock-and-Roll Memoir,Grace Slick,1999,Warner Books
1500,1500,451402103,"Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder",Jerry Bledsoe,1997,Onyx Books
1501,1501,373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink
1502,1502,380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books
1503,1503,671701053,Thing of Beauty,Stephen Fried,1994,Pocket
1504,1504,671000381,COURTNEY LOVE: THE QUEEN OF NOISE,Melissa Rossi,1996,Pocket
1505,1505,006101253X,Sinners,Jackie Collins,1997,HarperTorch
1506,1506,671689231,Little Girl Lost,Drew Barrymore,1991,Pocket
1507,1507,380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy
1508,1508,373711026,North Country Man,Carrie Alexander,2002,Harlequin
1509,1509,373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin
1510,1510,373711107,The Comeback Girl  (Those Sullivan Sisters),Debra Salonen,2003,Harlequin
1511,1511,440217806,Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond,Deborah Laake,1994,Dell Publishing Company
1512,1512,373711123,Another Man's Wife,Rebecca Winters,2003,Harlequin
1513,1513,373711115,Sarah's Baby  (Koomera Crossing),Margaret Way,2003,Harlequin
1514,1514,373711131,Little Girl Lost,Marisa Carroll,2003,Harlequin
1515,1515,61098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch
1516,1516,791423549,Native American Postcolonial Psychology (Suny Series in Transpersonal and Humanistic Psychology),Eduardo Duran,1995,State University of New York Press
1517,1517,375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA
1518,1518,465016146,The Mystery of Capital: Why Capitalism Triumphs in the West and Fails Everywhere Else,Hernando De Soto,2000,Basic Books
1519,1519,465016103,The Other Path: The Economic Answer to Terrorism,Hernando De Soto,2002,Perseus Books Group
1520,1520,373226519,"In The Blink Of An Eye (The Taylor Clan) (Harlequin Intrigue, No. 651)",Julie Miller,2002,Harlequin
1521,1521,380012774,The Importance of Being Earnest,Oscar Wilde,1976,Avon
1522,1522,225313922X,Les Thanatonautes,Bernard Werber,1996,LGF
1523,1523,142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books
1524,1524,452281784,Bad Heir Day,Wendy Holden,2001,Plume Books
1525,1525,375704558,Charlotte Gray,Sebastian Faulks,2000,Vintage Books USA
1526,1526,038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta
1527,1527,743230213,Harem: A Novel,Dora Levy Mossanen,2002,Touchstone
1528,1528,345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books
1529,1529,452284481,Le Divorce (William Abrahams Book),Diane Johnson,2003,Plume Books
1530,1530,802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press
1531,1531,440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell
1532,1532,373834985,Comfortable Wife,Stephanie Laurens,2002,Harlequin
1533,1533,679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc
1534,1534,451135555,Summer Harvest,Madge Swindells,1985,Signet Book
1535,1535,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey
1536,1536,038039586X,Watership Down,Richard George Adams,1975,Harpercollins
1537,1537,670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books
1538,1538,60929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial
1539,1539,3499232871,Herzsprung,Ildiko Kurthy,2003,Distribooks Inc
1540,1540,374516901,Basin and Range,John McPhee,1982,Noonday Press
1541,1541,440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company
1542,1542,609600745,The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,1998,Clarkson N Potter Publishers
1543,1543,375707425,Embers,SANDOR MARAI,2002,Vintage
1544,1544,3453151933,Tom Clancys Power Plays 2. Tigerjagd.,Tom Clancy,1999,Heyne
1545,1545,231105592,The  Garden of Ediacara,Mark A. S. McMenamin,2000,Columbia University Press
1546,1546,590317822,Just Plain Cat,Nancy K Robinson,1981,Scholastic Inc
1547,1547,014056232X,Way Out West Lives a Coyote Named Frank (Picture Puffins),Jillian Lund,1997,Puffin Books
1548,1548,590447319,In My Father's House (Point),Ann Rinaldi,1996,Scholastic
1549,1549,440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf
1550,1550,440401119,How to Fight a Girl,THOMAS ROCKWELL,1988,Yearling
1551,1551,440203155,Romantic Obsessions and Humiliations of Annie Sehlmeier,Louise Plummer,1989,Laurel-Leaf Books
1552,1552,812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books
1553,1553,034536628X,Magic Casement (Man of His Word),Dave Duncan,1990,Del Rey Books
1554,1554,880387483,"Tantras (Forgotten Realms:  Avatar Trilogy, Book 2)",Richard Awlinson,1989,Wizards of the Coast
1555,1555,880387300,"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",Scott Ciencin,1989,Wizards of the Coast
1556,1556,425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group
1557,1557,743444051,CSI: Sin City,Max Allan Collins,2002,Pocket
1558,1558,61056103,Blackmantle (Keltiad),Patricia Kennealy-Morrison,1998,Eos
1559,1559,671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket
